TOKEN	NE-COARSE-LIT
the	O
necessity	O
to	O
set	O
up	O
more	O
effective	O
measures	O
for	O
the	O
protection	O
of	O
the	O
integrity	B_TERM
of	O
the	O
European	O
Public	B_TERM
Administration	I_TERM
.	O
In	O
order	O
to	O
improve	O
the	O
legal	B_TERM
framework	I_TERM
in	O
this	O
field	O
,	O
the	O
Commission	O
has	O
defined	O
various	O
initiatives	O
in	O
its	O
overall	O
strategy	O
for	O
the	O
protection	O
of	O
the	O
Community	O
financial	B_TERM
interests	I_TERM
of	O
2000	O
,	O
its	O
action	B_TERM
plan	I_TERM
2001	O
-	O
2003	O
,	O
and	O
more	O
recently	O
,	O
its	O
evaluation	O
report	O
on	O
the	O
OLAF	O
activities	O
.	O
Based	O
upon	O
a	O
thorough	O
scrutiny	O
of	O
existing	O
rules	B_TERM
and	O
practices	O
,	O
several	O
documents	O
pointed	O
out	O
the	O
weakness	O
of	O
the	O
legal	B_TERM
framework	I_TERM
,	O
and	O
especially	O
the	O
fact	O
that	O
no	O
investigation	O
on	O
alleged	O
cases	B_TERM
of	I_TERM
corruption	I_TERM
or	O
fraud	B_TERM
could	O
be	O
carried	O
out	O
within	O
the	O
EU	O
institutions	O
.	O
See	O
Special	O
Report	O
of	O
the	O
Court	B_TERM
of	O
Auditors	B_TERM
on	O
the	O
Commission	O
's	O
services	O
specifically	O
involved	O
in	O
the	O
fight	B_TERM
against	I_TERM
fraud	I_TERM
,	O
notably	O
UCLAF	O
(	O
OJ	O
C	O
230	O
,	O
22	O
/	O
7	O
/	O
1998	O
)	O
.	O
See	O
Committee	O
of	O
Independent	O
Experts	O
,	O
report	O
of	O
15	O
March	O
1999	O
on	O
fraud	B_TERM
,	O
mismanagement	B_TERM
and	O
favoritism	B_TERM
in	O
the	O
European	O
Commission	O
,	O
followed	O
by	O
a	O
second	O
report	O
,	O
dated	O
10	O
September	O
1999	O
,	O
on	O
the	O
reform	O
of	O
the	O
Commission	O
,	O
analysis	O
of	O
practices	O
in	O
force	O
and	O
proposals	O
to	O
remedy	O
mismanagement	B_TERM
,	O
irregularities	B_TERM
and	O
fraud	B_TERM
.	O
Communication	O
on	O
the	O
fight	B_TERM
against	I_TERM
fraud	I_TERM
,	O
for	O
an	O
overall	O
strategic	O
approach	O
COM	O
(	O
2000	O
)	O
358	O
final	O
and	O
Communication	O
on	O
the	O
fight	B_TERM
against	I_TERM
fraud	I_TERM
,	O
Action	B_TERM
plan	I_TERM
2001	O
-	O
2003	O
COM	O
(	O
2001	O
)	O
254	O
final	O
.	O
Created	O
in	O
1999	O
as	O
an	O
independent	O
administrative	B_TERM
body	O
OLAF	O
is	O
entrusted	O
to	O
investigate	O
cases	B_TERM
of	I_TERM
corruption	I_TERM
,	O
fraud	B_TERM
and	O
other	O
serious	O
professional	B_TERM
misconduct	I_TERM
affecting	O
EC	O
budget	B_TERM
within	O
all	O
EU	O
institutions	O
and	O
bodies	O
(	O
internal	B_TERM
investigations	I_TERM
)	O
.	O
The	O
interinstitutional	O
agreement	O
of	O
May	O
1999	O
extended	O
further	O
the	O
scope	O
of	O
its	O
investigation	B_TERM
power	I_TERM
to	O
all	O
activities	O
affecting	O
Community	O
interests	O
against	O
irregular	O
conduct	O
liable	B_TERM
to	O
give	O
rise	O
to	O
administrative	B_TERM
or	O
criminal	B_TERM
proceedings	I_TERM
of	O
the	O
EC	O
public	B_TERM
servants	I_TERM
.	O
The	O
Cologne	O
European	O
Council	O
asked	O
all	O
the	O
institutions	O
and	O
bodies	O
to	O
join	O
the	O
interinstitutional	O
agreement	O
so	O
that	O
the	O
investigations	O
would	O
be	O
carried	O
out	O
under	O
equivalent	O
conditions	O
in	O
all	O
of	O
them	O
.	O
Interinstitutional	O
agreement	O
between	O
the	O
Commission	O
,	O
the	O
Council	O
and	O
the	O
Parliament	O
concerning	O
internal	B_TERM
investigations	I_TERM
carried	O
out	O
by	O
the	O
Office	O
(	O
OJ	O
L	O
136	O
,	O
31	O
/	O
5	O
/	O
1999	O
,	O
p	O
.	O
15	O
)	O
and	O
model	O
Decision	B_TERM
annexed	O
.	O
According	O
to	O
Parliament	O
and	O
Council	O
Regulation	B_TERM
(	O
EC	O
)	O
No	O
1073	O
/	O
1999	O
and	O
Council	O
Regulation	B_TERM
(	O
Euratom	O
)	O
No	O
1074	O
/	O
1999	O
(	O
OJ	O
L	O
136	O
,	O
31	O
/	O
5	O
/	O
1999	O
,	O
p	O
.	O
1	O
and	O
8	O
)	O
,	O
the	O
purpose	O
of	O
OLAF	O
's	O
investigations	O
is	O
fighting	O
fraud	B_TERM
,	O
corruption	B_TERM
and	O
any	O
other	O
illegal	B_TERM
activity	I_TERM
affecting	O
the	O
financial	B_TERM
interests	I_TERM
of	O
the	O
European	O
Community	O
and	O
investigating	O
to	O
that	O
end	O
serious	O
matters	O
relating	O
to	O
the	O
discharge	O
of	O
professional	O
duties	O
such	O
as	O
to	O
constitute	O
a	O
dereliction	B_TERM
of	O
the	O
obligations	O
of	O
officials	B_TERM
and	O
other	O
servants	O
of	O
the	O
Communities	O
liable	B_TERM
to	O
result	O
in	O
disciplinary	O
or	O
,	O
as	O
the	O
case	O
may	O
be	O
,	O
criminal	B_TERM
proceedings	I_TERM
,	O
or	O
an	O
equivalent	O
failure	O
to	O
discharge	O
obligations	O
on	O
the	O
part	O
of	O
members	O
...	O
or	O
members	O
of	O
the	O
staff	O
of	O
institutions	O
,	O
bodies	O
,	O
offices	O
or	O
agencies	O
not	O
subject	O
to	O
the	O
Staff	B_TERM
Regulations	I_TERM
....	O
In	O
order	O
to	O
assure	O
a	O
better	O
protection	O
of	O
the	O
European	O
Public	B_TERM
Administration	I_TERM
integrity	B_TERM
all	O
the	O
institutions	O
and	O
bodies	O
should	O
accede	O
to	O
interinstitutional	O
agreement	O
of	O
May	O
1999	O
and	O
adopt	O
an	O
internal	O
decision	O
in	O
line	O
with	O
the	O
model	O
decision	O
annexed	O
to	O
the	O
interinstitutional	O
agreement	O
.	O
See	O
recommendation	O
n°1	O
of	O
the	O
Commission	O
report	O
,	O
Evaluation	O
of	O
the	O
activities	O
of	O
the	O
European	O
Anti-fraud	B_TERM
Office	O
(	O
OLAF	O
)	O
,	O
COM	O
(	O
2003	O
)	O
154	O
.	O
OLAF	O
acts	O
principally	O
on	O
the	O
basis	O
of	O
referral	O
of	O
cases	O
and	O
using	O
information	O
supplied	O
by	O
the	O
members	O
and	O
staff	O
of	O
the	O
institutions	O
fulfilling	O
their	O
duty	B_TERM
of	I_TERM
loyalty	I_TERM
.	O
In	O
this	O
respect	O
,	O
the	O
Commission	O
recommends	O
that	O
OLAF	O
develop	O
practices	O
to	O
secure	O
compliance	B_TERM
with	O
and	O
the	O
standardised	O
application	O
of	O
information	O
procedures	O
to	O
institutions	O
and	O
bodies	O
concerned	O
and	O
information	O
procedures	O
to	O
persons	O
involved	O
in	O
the	O
investigations	O
.	O
The	O
duty	O
to	O
communicate	O
cases	O
of	O
fraud	B_TERM
or	O
corruption	B_TERM
is	O
laid	O
down	O
in	O
the	O
regulation	B_TERM
1073	O
/	O
1999	O
.	O
See	O
recommendation	O
n°16	O
of	O
the	O
Commission	O
report	O
,	O
Evaluation	O
of	O
the	O
activities	O
of	O
the	O
European	O
Anti-fraud	B_TERM
Office	O
(	O
OLAF	O
)	O
.	O
The	O
cooperation	O
between	O
OLAF	O
and	O
other	O
EU	O
institutions	O
and	O
bodies	O
as	O
well	O
as	O
the	O
authorities	B_TERM
specialising	O
in	O
financial	B_TERM
irregularities	I_TERM
has	O
also	O
been	O
designed	O
as	O
an	O
important	O
issue	O
for	O
combating	B_TERM
corruption	I_TERM
and	O
fraud	B_TERM
within	O
EU	O
institutions	O
.	O
See	O
Commission	O
report	O
,	O
Evaluation	O
of	O
the	O
activities	O
of	O
the	O
European	O
Anti-fraud	B_TERM
Office	O
(	O
OLAF	O
)	O
Further	O
to	O
its	O
White	B_TERM
Paper	I_TERM
on	O
Reform	O
,	O
the	O
Commission	O
has	O
drafted	O
a	O
practical	O
guide	O
for	O
sound	O
financial	B_TERM
management	I_TERM
describing	O
standards	B_TERM
of	I_TERM
conduct	I_TERM
,	O
with	O
reference	O
to	O
the	O
fundamental	B_TERM
ethical	I_TERM
obligations	I_TERM
provided	O
in	O
the	O
Staff	B_TERM
Regulations	I_TERM
,	O
in	O
particular	O
the	O
duties	O
of	O
integrity	B_TERM
,	O
loyalty	O
and	O
impartiality	B_TERM
.	O
The	O
Commission	O
has	O
also	O
introduced	O
internal	O
measures	O
with	O
a	O
view	O
to	O
promoting	O
accountability	B_TERM
and	O
preventing	O
corrupt	B_TERM
practices	I_TERM
within	O
the	O
Commission	O
such	O
as	O
the	O
Decision	B_TERM
of	O
4	O
April	O
2002	O
on	O
raising	O
concerns	O
about	O
serious	B_TERM
wrongdoings	I_TERM
,	O
Codes	B_TERM
of	I_TERM
Conduct	I_TERM
for	O
Commissioners	O
and	O
Commission	O
staff	O
,	O
standards	O
for	O
internal	O
control	O
within	O
the	O
Commission	O
's	O
services	O
,	O
a	O
Guide	O
to	O
testing	O
for	O
vulnerability	B_TERM
to	I_TERM
fraud	I_TERM
or	O
new	O
rules	B_TERM
on	O
job	O
rotation	O
for	O
sensitive	O
posts	O
.	O
White	B_TERM
Paper	I_TERM
on	O
Reforming	O
the	O
Commission	O
of	O
1	O
March	O
2000	O
,	O
COM	O
(	O
2000	O
)	O
200	O
/	O
2	O
.	O
See	O
Action	O
92	O
,	O
For	O
sound	O
project	O
management	O
,	O
Practical	O
guide	O
.	O
The	O
draft	O
is	O
to	O
be	O
submitted	O
for	O
approval	O
by	O
the	O
full	O
Commission	O
.	O
In	O
the	O
framework	O
of	O
the	O
reform	O
,	O
the	O
Commission	O
proposes	O
to	O
include	O
rules	B_TERM
applying	O
to	O
staff	O
of	O
all	O
EU	O
institutions	O
on	O
raising	O
concerns	O
about	O
serious	B_TERM
wrongdoings	I_TERM
in	O
the	O
future	O
Staff	B_TERM
Regulations	I_TERM
,	O
which	O
are	O
presently	O
under	O
discussion	O
in	O
the	O
Council	O
.	O
Code	B_TERM
of	I_TERM
good	I_TERM
administrative	I_TERM
behaviour	I_TERM
for	O
staff	O
of	O
the	O
European	O
Commission	O
in	O
their	O
relations	O
with	O
the	O
public	B_TERM
With	O
the	O
creation	O
of	O
the	O
Investigation	O
and	O
Disciplinary	O
Office	O
(	O
IDOC	O
)	O
,	O
the	O
Commission	O
has	O
set	O
up	O
a	O
system	O
,	O
which	O
better	O
addresses	O
corruption	B_TERM
or	O
generally	O
conflict	B_TERM
of	I_TERM
interest	I_TERM
situations	O
from	O
a	O
disciplinary	O
point	O
of	O
view	O
.	O
The	O
cooperation	O
between	O
IDOC	O
and	O
OLAF	O
should	O
be	O
considered	O
as	O
essential	O
issue	O
in	O
assuring	O
an	O
efficient	O
and	O
uniform	O
protection	O
of	O
the	O
integrity	B_TERM
of	O
the	O
European	O
Public	B_TERM
Administration	I_TERM
.	O
Taking	O
into	O
account	O
their	O
complementary	O
missions	O
in	O
the	O
field	O
of	O
administrative	B_TERM
investigation	O
,	O
a	O
memorandum	B_TERM
of	I_TERM
understanding	I_TERM
should	O
organise	O
their	O
relations	O
and	O
both	O
guarantee	O
appropriate	O
follow-up	O
of	O
the	O
OLAF	O
enquiries	O
when	O
requiring	O
disciplinary	B_TERM
sanctions	I_TERM
and	O
avoid	O
overlapping	O
in	O
their	O
competencies	O
.	O
THE	O
OLAF	O
HAS	O
BROADER	O
INTERNAL	O
POWER	O
TO	O
CARRY	O
OUT	O
INVESTIGATIONS	O
,	O
EVEN	O
INTO	O
MEMBERS	O
OR	O
PERSONNEL	O
NOT	O
SUBJECT	O
TO	O
THE	O
STAFF	B_TERM
REGULATIONS	I_TERM
,	O
WHICH	O
IT	O
CAN	O
EXERCISE	O
IN	O
ALL	O
INSTITUTIONS	O
AND	O
BODIES	O
.	O
TAKING	O
INTO	O
ACCOUNT	O
THE	O
OLAF	O
EXPERTISE	O
IN	O
THE	O
FIGHT	O
AGAINST	O
BEHAVIOUR	O
INVOLVING	O
SERIOUS	O
FORMS	O
OF	O
ECONOMIC	B_TERM
AND	O
FINANCIAL	B_TERM
OFFENCES	I_TERM
,	O
THIS	O
MEMORANDUM	O
SHOULD	O
MAKE	O
THE	O
PRACTICAL	O
BREAKDOWN	O
OF	O
TASKS	O
BETWEEN	O
OLAF	O
AND	O
DISCIPLINARY	B_TERM
BODIES	I_TERM
MORE	O
TRANSPARENT	B_TERM
.	O
SEE	O
RECOMMENDATION	O
8	O
OF	O
THE	O
COMMISSION	O
EVALUATION	O
REPORT	O
ON	O
THE	O
ACTIVITIES	O
OF	O
THE	O
EUROPEAN	O
ANTI-FRAUD	B_TERM
OFFICE	O
.	O
6	O
.	O
PREVENTING	O
CORRUPTION	B_TERM
-	O
THE	O
SINGLE	B_TERM
MARKET	I_TERM
AND	O
OTHER	O
INTERNAL	O
POLICIES	B_TERM
The	O
Commission	O
believes	O
that	O
future	O
initiatives	O
should	O
focus	O
on	O
preventive	O
measures	O
with	O
a	O
view	O
to	O
reducing	O
opportunities	O
for	O
corrupt	B_TERM
behaviour	I_TERM
by	O
avoiding	O
conflicts	B_TERM
of	I_TERM
interest	I_TERM
and	O
introducing	O
systematic	O
checks	O
and	O
controls	O
.	O
This	O
was	O
also	O
the	O
approach	O
in	O
the	O
Commission	O
's	O
first	O
Communication	O
on	O
corruption	B_TERM
.	O
In	O
response	O
to	O
the	O
Communication	O
,	O
the	O
European	O
Parliament	O
called	O
upon	O
the	O
Commission	O
to	O
exercise	O
its	O
power	O
in	O
different	O
areas	O
such	O
as	O
tax	B_TERM
deductibility	I_TERM
,	O
blacklisting	B_TERM
regarding	O
public	B_TERM
procurement	I_TERM
procedures	I_TERM
,	O
financial	B_TERM
transactions	I_TERM
,	O
training	O
programmes	O
,	O
fraud	B_TERM
within	O
the	O
EU	O
institutions	O
,	O
money	B_TERM
laundering	I_TERM
and	O
external	O
aid	O
and	O
assistance	O
.	O
a	O
)	O
Raising	O
integrity	B_TERM
in	O
the	O
public	B_TERM
sector	I_TERM
On	O
7	O
November	O
2000	O
,	O
EU	O
Ministers	O
in	O
charge	O
of	O
Civil	B_TERM
Service	I_TERM
and	O
Public	B_TERM
Administration	I_TERM
adopted	O
in	O
Strasbourg	O
a	O
resolution	B_TERM
on	O
quality	O
and	O
benchmarking	O
of	O
public	B_TERM
services	I_TERM
in	O
the	O
European	O
Union	O
.	O
The	O
cornerstone	O
of	O
this	O
resolution	B_TERM
is	O
the	O
setting-up	O
of	O
a	O
self-assessment	O
framework	O
of	O
total	O
quality	O
management	O
in	O
public	B_TERM
services	I_TERM
(	O
so-called	O
Cadre	O
d'Auto-évaluation	O
des	O
Fonctions	O
publiques	O
or	O
Common	O
Assessment	O
Framework	O
,	O
CAF	O
)	O
.	O
The	O
CAF	O
is	O
supposed	O
to	O
serve	O
both	O
as	O
a	O
means	O
of	O
communication	O
and	O
as	O
a	O
tool	O
for	O
benchmarking	O
among	O
EU	O
Member	O
States	O
'	O
public	B_TERM
administrations	I_TERM
with	O
a	O
view	O
to	O
raising	O
integrity	B_TERM
,	O
accountability	B_TERM
and	O
transparency	B_TERM
in	O
public	B_TERM
institutions	I_TERM
At	O
the	O
request	O
of	O
Ministers	O
,	O
Directors-general	O
of	O
Civil	B_TERM
Service	I_TERM
and	O
Public	B_TERM
Administrations	I_TERM
have	O
developed	O
a	O
work	O
programme	O
for	O
the	O
innovative	O
public	B_TERM
services	I_TERM
group	O
aimed	O
at	O
improving	O
the	O
quality	O
and	O
efficiency	O
of	O
administrations	B_TERM
on	O
a	O
continuous	O
basis	O
.	O
The	O
Commission	O
therefore	O
recommends	O
engaging	O
a	O
comprehensive	O
dialogue	O
within	O
the	O
EU	O
on	O
minimum	O
standards	O
and	O
benchmarks	O
in	O
administrative	B_TERM
integrity	B_TERM
and	O
good	B_TERM
governance	I_TERM
on	O
the	O
basis	O
of	O
the	O
Strasbourg	O
Resolution	B_TERM
,	O
essential	O
to	O
prevent	O
and	O
to	O
combat	O
effectively	O
organised	B_TERM
and	I_TERM
transborder	I_TERM
corruption	I_TERM
.	O
b	O
)	O
Tax	B_TERM
Deductibility	I_TERM
of	O
bribes	B_TERM
Further	O
to	O
a	O
recommendation	O
of	O
the	O
OECD	O
of	O
1996	O
and	O
the	O
Commission	O
's	O
1997	O
Communication	O
,	O
all	O
EU	O
Member	O
States	O
that	O
still	O
allowed	O
or	O
tolerated	O
the	O
tax	B_TERM
deductibility	I_TERM
of	O
bribes	B_TERM
paid	B_TERM
to	O
foreign	O
public	B_TERM
officials	I_TERM
have	O
amended	O
their	O
legislation	B_TERM
with	O
a	O
view	O
to	O
banning	O
this	O
possibility	O
.	O
c	O
)	O
Public	B_TERM
Procurement	I_TERM
Public	B_TERM
procurement	I_TERM
represents	O
about	O
15	O
%	O
of	O
the	O
GDP	B_TERM
in	O
the	O
EU	O
.	O
The	O
Community	O
directives	B_TERM
on	O
public	B_TERM
procurement	I_TERM
ensure	O
transparency	B_TERM
and	O
non-discriminatory	O
access	O
to	O
procurement	B_TERM
opportunities	O
.	O
The	O
prevention	O
of	O
fraud	B_TERM
,	O
corruption	B_TERM
and	O
collusion	B_TERM
between	O
the	O
tenderers	B_TERM
and	O
contracting	B_TERM
authorities	I_TERM
is	O
taken	O
into	O
consideration	O
in	O
the	O
Community	O
system	O
.	O
Collusive	B_TERM
behaviour	O
between	O
companies	B_TERM
participating	O
in	O
a	O
tender	B_TERM
moreover	O
may	O
constitute	O
a	O
direct	O
infringement	B_TERM
of	O
the	O
prohibition	B_TERM
laid	O
down	O
in	O
article	O
81	O
of	O
the	O
EC	O
Treaty	O
.	O
In	O
the	O
aforesaid	O
Millennium	O
Strategy	O
,	O
the	O
Council	O
has	O
called	O
on	O
Member	O
States	O
and	O
the	O
European	O
Commission	O
to	O
ensure	O
that	O
the	O
applicable	O
legislation	B_TERM
provides	O
for	O
the	O
possibility	O
that	O
an	O
applicant	O
in	O
a	O
public	B_TERM
tender	I_TERM
procedure	O
who	O
has	O
committed	O
offences	B_TERM
connected	O
with	O
organised	B_TERM
crime	I_TERM
can	O
be	O
excluded	O
from	O
the	O
participation	O
in	O
tender	B_TERM
procedures	O
conducted	O
by	O
Member	O
States	O
and	O
the	O
Community	O
;	O
specific	O
provisions	O
relating	O
to	O
the	O
role	O
of	O
the	O
Commission	O
both	O
in	O
administrative	B_TERM
co-operation	O
and	O
the	O
setting	O
up	O
of	O
black-lists	B_TERM
,	O
should	O
be	O
drawn	O
up	O
to	O
ensure	O
that	O
these	O
commitments	O
can	O
be	O
carried	O
out	O
,	O
while	O
ensuring	O
conformity	O
with	O
the	O
relevant	O
rules	B_TERM
relating	O
to	O
data	B_TERM
protection	I_TERM
.	O
In	O
its	O
draft	O
amendment	O
of	O
the	O
public	B_TERM
procurement	I_TERM
directives	B_TERM
,	O
submitted	O
in	O
May	O
2000	O
,	O
the	O
Commission	O
inserted	O
an	O
obligation	O
to	O
exclude	O
any	O
tenderer	B_TERM
who	O
has	O
been	O
convicted	B_TERM
by	O
definitive	B_TERM
judgement	I_TERM
for	O
corruption	B_TERM
,	O
fraud	B_TERM
or	O
participation	O
in	O
the	O
activities	O
of	O
a	O
criminal	B_TERM
organisation	I_TERM
.	O
Article	O
45	O
of	O
the	O
modified	O
proposal	O
for	O
a	O
directive	B_TERM
provides	O
for	O
a	O
possibility	O
for	O
a	O
contracting	B_TERM
authority	I_TERM
to	O
ask	O
for	O
the	O
cooperation	O
of	O
the	O
competent	O
authorities	B_TERM
of	O
another	O
Member	O
State	O
when	O
they	O
need	O
to	O
obtain	O
information	O
concerning	O
the	O
personal	O
situation	O
of	O
the	O
candidates	O
or	O
tenderers	B_TERM
concerned	O
.	O
The	O
authority	B_TERM
contacted	O
in	O
another	O
Member	O
State	O
is	O
obliged	O
to	O
cooperate	O
upon	O
request	O
.	O
Both	O
the	O
Council	O
and	O
the	O
European	O
Parliament	O
in	O
their	O
first	O
reading	O
of	O
the	O
proposed	O
directive	B_TERM
have	O
supported	O
the	O
amendments	O
to	O
article	O
45	O
.	O
Therefore	O
no	O
further	O
legislative	B_TERM
proposal	I_TERM
is	O
needed	O
in	O
order	O
to	O
start	O
implementing	O
article	O
45	O
of	O
the	O
proposed	O
directive	B_TERM
.	O
The	O
Commission	O
will	O
reassess	O
this	O
issue	O
in	O
the	O
light	O
of	O
the	O
application	O
of	O
the	O
new	O
rules	B_TERM
.	O
d	O
)	O
Raising	O
Integrity	B_TERM
in	O
the	O
private	B_TERM
sector	I_TERM
i	O
.	O
Protection	O
of	O
vulnerable	O
professions	O
against	O
influences	O
of	O
crime	B_TERM
An	O
open	O
and	O
fruitful	O
dialogue	O
has	O
started	O
with	O
representatives	O
of	O
the	O
legal	B_TERM
professions	O
,	O
accountants	B_TERM
and	O
auditors	B_TERM
,	O
in	O
order	O
to	O
identify	O
possible	O
gaps	O
or	O
inconsistencies	O
,	O
develop	O
basic	O
ethical	B_TERM
principles	O
at	O
EU	O
level	O
and	O
strike	O
the	O
right	O
balance	O
between	O
professional	B_TERM
secrecy	I_TERM
and	O
public	B_TERM
interest	I_TERM
.	O
As	O
a	O
result	O
,	O
a	O
Charter	O
of	O
the	O
European	O
professional	O
associations	O
in	O
support	O
of	O
the	O
fight	O
against	O
crime	B_TERM
was	O
signed	O
on	O
27	O
July	O
1999	O
.	O
The	O
European	O
professional	O
associations	O
(	O
notaries	B_TERM
,	O
lawyers	B_TERM
,	O
accountants	B_TERM
,	O
auditors	B_TERM
and	O
tax	B_TERM
consultants	I_TERM
)	O
encourage	O
their	O
Member	O
Associations	O
to	O
adopt	O
standards	O
within	O
the	O
existing	O
or	O
future	O
Codes	B_TERM
of	I_TERM
conduct	I_TERM
to	O
protect	O
the	O
professionals	O
they	O
represent	O
from	O
being	O
involved	O
in	O
fraud	B_TERM
,	O
corruption	B_TERM
and	O
money	B_TERM
laundering	I_TERM
or	O
from	O
being	O
exploited	B_TERM
by	O
organised	B_TERM
crime	I_TERM
.	O
The	O
Commission	O
invites	O
the	O
signatories	O
of	O
the	O
Charter	O
of	O
the	O
European	O
professional	O
associations	O
in	O
support	O
of	O
the	O
fight	O
against	O
crime	B_TERM
to	O
further	O
strengthen	O
their	O
self-regulatory	B_TERM
regimes	I_TERM
.	O
This	O
with	O
a	O
view	O
to	O
reducing	O
the	O
risk	O
that	O
representatives	O
of	O
these	O
professions	O
should	O
sacrifice	O
their	O
professional	B_TERM
integrity	I_TERM
as	O
a	O
result	O
of	O
acts	O
performed	O
by	O
criminals	B_TERM
for	O
illicit	B_TERM
purposes	O
.	O
ii	O
.	O
Strengthening	O
corporate	B_TERM
social	B_TERM
responsibility	I_TERM
Companies	B_TERM
and	O
their	O
representatives	O
are	O
usually	O
both	O
offenders	B_TERM
of	O
corrupt	B_TERM
practices	I_TERM
(	O
supply	O
side	O
of	O
corruption	B_TERM
)	O
and	O
victims	B_TERM
(	O
either	O
as	O
an	O
unselected	O
bidder	O
,	O
because	O
a	O
contract	B_TERM
was	O
awarded	O
to	O
a	O
competitor	O
using	O
bribes	B_TERM
to	O
influence	O
the	O
decision	O
to	O
their	O
favour	O
or	O
as	O
victims	B_TERM
where	O
an	O
employee	O
has	O
acted	O
against	O
the	O
company	B_TERM
's	O
interests	O
because	O
he	O
or	O
she	O
was	O
bribed	B_TERM
by	O
a	O
competing	O
company	B_TERM
)	O
.	O
This	O
double-faced	O
role	O
of	O
the	O
private	B_TERM
sector	I_TERM
has	O
to	O
be	O
addressed	O
through	O
promoting	O
corporate	B_TERM
responsibility	O
and	O
liability	B_TERM
on	O
the	O
basis	O
of	O
international	O
standards	O
and	O
principles	O
,	O
including	O
the	O
development	O
and	O
implementation	O
of	O
modern	O
accounting	B_TERM
standards	I_TERM
,	O
adoption	O
of	O
adequate	O
internal	B_TERM
audit	I_TERM
schemes	I_TERM
,	O
codes	B_TERM
of	I_TERM
conduct	I_TERM
and	O
their	O
implementation	O
,	O
and	O
the	O
establishment	O
of	O
channels	O
for	O
communication	O
Further	O
to	O
the	O
adoption	O
of	O
the	O
1997	O
OECD	O
Convention	O
on	O
bribery	B_TERM
of	O
foreign	O
public	B_TERM
officials	I_TERM
in	O
international	O
business	B_TERM
transactions	I_TERM
,	O
it	O
is	O
a	O
punishable	B_TERM
offence	I_TERM
(	O
including	O
corporate	B_TERM
liability	I_TERM
)	O
in	O
all	O
state	O
parties	O
'	O
jurisdictions	B_TERM
(	O
including	O
all	O
EU	O
Member	O
States	O
)	O
to	O
bribe	B_TERM
a	O
foreign	O
public	B_TERM
official	I_TERM
of	O
any	O
jurisdiction	B_TERM
world-wide	O
.	O
Still	O
,	O
recent	O
studies	O
(	O
cf	O
.	O
Bribe	B_TERM
Payers	O
'	O
Index	O
of	O
Transparency	B_TERM
International	O
)	O
seem	O
to	O
indicate	O
that	O
only	O
few	O
companies	B_TERM
are	O
aware	O
of	O
this	O
international	O
instrument	O
and	O
national	O
implementing	O
legislation	B_TERM
.	O
Awareness	O
raising	O
within	O
the	O
entire	O
private	B_TERM
sector	I_TERM
should	O
be	O
improved	O
with	O
a	O
view	O
to	O
sensitising	O
companies	B_TERM
to	O
the	O
damaging	O
consequences	O
that	O
corrupt	B_TERM
practices	I_TERM
might	O
have	O
on	O
companies	B_TERM
and	O
their	O
reputation	O
and	O
thus	O
preventing	O
corruption	B_TERM
.	O
Bribery	B_TERM
is	O
a	O
hidden	B_TERM
phenomenon	O
because	O
it	O
is	O
built	O
on	O
the	O
pact	B_TERM
of	I_TERM
silence	I_TERM
between	O
briber	B_TERM
and	O
bribee	B_TERM
.	O
Companies	B_TERM
should	O
therefore	O
have	O
clear	O
rules	B_TERM
on	O
whistleblowing	B_TERM
(	O
i.e.	O
procedures	O
to	O
follow	O
if	O
an	O
employee	O
becomes	O
aware	O
of	O
corrupt	B_TERM
behaviour	I_TERM
inside	O
the	O
company	B_TERM
)	O
.	O
This	O
should	O
include	O
training	O
and	O
monitoring	O
of	O
these	O
rules	B_TERM
with	O
a	O
view	O
to	O
making	O
it	O
clear	O
that	O
corruption	B_TERM
is	O
unacceptable	O
,	O
and	O
encouraging	O
employees	O
to	O
expose	O
it	O
.	O
The	O
Commission	O
intends	O
to	O
further	O
stimulate	O
the	O
necessary	O
dialogue	O
in	O
this	O
area	O
between	O
the	O
public	B_TERM
and	O
the	O
private	B_TERM
sector	I_TERM
through	O
initiatives	O
such	O
as	O
the	O
EU	O
Forum	O
on	O
the	O
prevention	O
of	O
organised	B_TERM
crime	I_TERM
.	O
e	O
)	O
Accounting	B_TERM
standards	I_TERM
