TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	label
1864	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Cours	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Geld=Sorter	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Am	O	_	O	_	_	O	_	_	_	6
30	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Juni	O	_	O	_	_	O	_	_	_	6
1864	O	_	O	_	_	O	_	_	NoSpaceAfter	6
K	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Kronen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
K	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Münz=Dukaten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
K	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Rend=Dukaten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Napoleonsdor	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Russische	O	_	O	_	_	O	_	_	_	6
Imperiale	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Friedrichsdor	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Englische	O	_	O	_	_	O	_	_	_	6
Covereings	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Preuß	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Kassen=Anweisungen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
15	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
90	O	_	O	_	_	O	_	_	NoSpaceAfter	6
5	O	_	O	_	_	O	_	_	_	6
47	O	_	O	_	_	O	_	_	NoSpaceAfter	6
5	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
47	O	_	O	_	_	O	_	_	NoSpaceAfter	6
9	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
23	O	_	O	_	_	O	_	_	NoSpaceAfter	6
9	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
45	O	_	O	_	_	O	_	_	NoSpaceAfter	6
9	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
70	O	_	O	_	_	O	_	_	NoSpaceAfter	6
11	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
55	O	_	O	_	_	O	_	_	NoSpaceAfter	6
1	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
72	O	_	O	_	_	O	_	_	_	6
In	O	_	O	_	_	O	_	_	_	6
öftert	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
W	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
5%	O	_	O	_	_	O	_	_	_	6
für	O	_	O	_	_	O	_	_	_	6
100	O	_	O	_	_	O	_	_	_	6
fl	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Metallignes	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	_	6
71	O	_	O	_	_	O	_	_	_	6
40	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Nationaleslehen	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	_	6
79	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
70	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Aktien	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Nationalbank	O	_	O	_	_	O	_	_	_	6
per	O	_	O	_	_	O	_	_	_	6
Stück	O	_	O	_	_	O	_	_	_	6
781	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Aktien	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Gredit=Anstalt	O	_	O	_	_	O	_	_	_	6
für	O	_	O	_	_	O	_	_	_	6
Handel	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Gewerbe	O	_	O	_	_	O	_	_	_	6
191	O	_	O	_	_	O	_	_	_	6
80	O	_	O	_	_	O	_	_	_	6
Staatsanlehen	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
1880	O	_	O	_	_	O	_	_	NoSpaceAfter	6
96	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Silber	O	_	O	_	_	O	_	_	NoSpaceAfter	6
113	O	_	O	_	_	O	_	_	_	6
50	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Frankfurt	O	_	O	_	_	O	_	_	_	6
a	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
M	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
30	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Juni	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Wien:	O	_	O	_	_	O	_	_	_	6
100	O	_	O	_	_	O	_	_	_	6
7/8	O	_	O	_	_	O	_	_	NoSpaceAfter	6
London	O	_	O	_	_	O	_	_	_	6
10	O	_	O	_	_	O	_	_	_	6
Pfund	O	_	O	_	_	O	_	_	_	6
Sterling	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Kaiserliche	O	_	O	_	_	O	_	_	_	6
Münzdukaten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
115	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
5	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
49	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Mit	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
Beilage	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
Extrabeilage	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Verantwortlicher	O	_	O	_	_	O	_	_	_	6
Redakteur:	O	_	O	_	_	O	_	_	_	6
G	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Hauschild	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Herausgegeben	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Wagner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
'	O	_	O	_	_	O	_	_	NoSpaceAfter	6
schen	O	_	O	_	_	O	_	_	_	6
Universitäts=Buchhandlung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
Druck	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Wagner	O	_	O	_	_	O	_	_	NoSpaceAfter	6
'	O	_	O	_	_	O	_	_	NoSpaceAfter	6
schen	O	_	O	_	_	O	_	_	_	6
Buchdruckerei	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Extrabeilage	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Innsbrucker	O	_	O	_	_	O	_	_	_	6
Nachrichten	O	_	O	_	_	O	_	_	_	6
Nr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
148	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Alle	O	_	O	_	_	O	_	_	_	6
3	O	_	O	_	_	O	_	_	_	6
Wochen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
eine	O	_	O	_	_	O	_	_	_	6
Gewinn	O	_	O	_	_	O	_	_	NoSpaceAfter	6
-	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ziehung	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
vom	O	_	O	_	_	O	_	_	_	6
Staate	O	_	O	_	_	O	_	_	_	6
garantirten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Geld=Versoofung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Originalloose	O	_	O	_	_	O	_	_	_	6
für	O	_	O	_	_	O	_	_	_	6
alle	O	_	O	_	_	O	_	_	_	6
Ziehungen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
(	O	_	O	_	_	O	_	_	NoSpaceAfter	6
keine	O	_	O	_	_	O	_	_	_	6
Promessen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
)	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
womit	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Haupttreffer	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
200	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
100	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
50	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
30	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
25	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	_	6
20	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
15	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
12	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
10	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
000	O	_	O	_	_	O	_	_	_	6
2c	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
binnen	O	_	O	_	_	O	_	_	_	6
4	O	_	O	_	_	O	_	_	_	6
Monate	O	_	O	_	_	O	_	_	_	6
gewonnen	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	_	6
müssen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
sind	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
kleinen	O	_	O	_	_	O	_	_	_	6
Anzahlung	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
nur	O	_	O	_	_	O	_	_	_	6
fl	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
5	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
direkt	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
beziehen	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	NoSpaceAfter	6
L	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Steindecker=Schlesinger	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Bank=	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
Wechsel=Geschäft	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Frankfurt	O	_	O	_	_	O	_	_	_	6
a	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
M	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Pläne	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
Listen	O	_	O	_	_	O	_	_	_	6
gratis	O	_	O	_	_	O	_	_	NoSpaceAfter	6
16	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Anzeige	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Auf	O	_	O	_	_	O	_	_	_	6
Martini	O	_	O	_	_	O	_	_	_	6
d	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Is	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
kommt	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
verpachten:	O	_	O	_	_	O	_	_	NoSpaceAfter	6
1	O	_	O	_	_	O	_	_	NoSpaceAfter	6
)	O	_	O	_	_	O	_	_	_	6
Der	O	_	O	_	_	O	_	_	_	6
Wirthshof	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Stams	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wozu	O	_	O	_	_	O	_	_	_	6
gehören	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	_	6
15	O	_	O	_	_	O	_	_	_	6
Jauch	O	_	O	_	_	O	_	_	_	6
Bau¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
grund	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	_	6
17½	O	_	O	_	_	O	_	_	_	6
Jauch	O	_	O	_	_	O	_	_	_	6
ein=	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
zweimähdiges	O	_	O	_	_	O	_	_	_	6
Wiesfeld	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
eine	O	_	O	_	_	O	_	_	_	6
Wirthsgerechtsame	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
2	O	_	O	_	_	O	_	_	NoSpaceAfter	6
)	O	_	O	_	_	O	_	_	_	6
Der	O	_	O	_	_	O	_	_	_	6
Stuttenhof	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Tratzberg	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
ungefähr	O	_	O	_	_	O	_	_	_	6
17	O	_	O	_	_	O	_	_	_	6
Jauch	O	_	O	_	_	O	_	_	_	6
Baugrund	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
zweimähdiges	O	_	O	_	_	O	_	_	_	6
Wiesfeld	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
10	O	_	O	_	_	O	_	_	_	6
Jauch	O	_	O	_	_	O	_	_	_	6
einmähdiges	O	_	O	_	_	O	_	_	_	6
Wiesfeld	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
8	O	_	O	_	_	O	_	_	_	6
Jauch	O	_	O	_	_	O	_	_	_	6
Streumoos	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Pachtliebhaber	O	_	O	_	_	O	_	_	_	6
wollen	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
bis	O	_	O	_	_	O	_	_	_	6
Jakobi	O	_	O	_	_	O	_	_	_	6
d	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Is	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
bei	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
gräfl	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
v	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Enzenberg=	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Tannenberg	O	_	O	_	_	O	_	_	NoSpaceAfter	6
'	O	_	O	_	_	O	_	_	NoSpaceAfter	6
schen	O	_	O	_	_	O	_	_	_	6
Güter=Inspektion	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Schwaz	O	_	O	_	_	O	_	_	_	6
melden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Be¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
dingungen	O	_	O	_	_	O	_	_	_	6
daselbst	O	_	O	_	_	O	_	_	_	6
einsehen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
12	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Haus=Verkauf	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
In	O	_	O	_	_	O	_	_	_	6
einer	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
frequentesten	O	_	O	_	_	O	_	_	_	6
Straßen	O	_	O	_	_	O	_	_	_	6
Innsbrucks	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
4	O	_	O	_	_	O	_	_	_	6
Stock	O	_	O	_	_	O	_	_	_	6
hohes	O	_	O	_	_	O	_	_	_	6
Haus	O	_	O	_	_	O	_	_	NoSpaceAfter	6
mit	O	_	O	_	_	O	_	_	_	6
ebenerdigem	O	_	O	_	_	O	_	_	_	6
großen	O	_	O	_	_	O	_	_	_	6
Gewölbe	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
jedem	O	_	O	_	_	O	_	_	_	6
Geschäfte	O	_	O	_	_	O	_	_	_	6
geeignet	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
besten	O	_	O	_	_	O	_	_	_	6
bau¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
lichen	O	_	O	_	_	O	_	_	_	6
Zustande	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
unter	O	_	O	_	_	O	_	_	_	6
billigen	O	_	O	_	_	O	_	_	_	6
Bedingnissen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
verkaufen	O	_	O	_	_	O	_	_	_	6
oder	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
mehrere	O	_	O	_	_	O	_	_	_	6
Jahre	O	_	O	_	_	O	_	_	NoSpaceAfter	6
zu	O	_	O	_	_	O	_	_	_	6
verpachten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Auskunft	O	_	O	_	_	O	_	_	_	6
hierüber	O	_	O	_	_	O	_	_	_	6
ertheilt	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Expedition	O	_	O	_	_	O	_	_	_	6
dieses	O	_	O	_	_	O	_	_	_	6
Blattes	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
33	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Versteigerungs=Edikt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Am	O	_	O	_	_	O	_	_	_	6
Mittwoch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
6	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Juli	O	_	O	_	_	O	_	_	_	6
9	O	_	O	_	_	O	_	_	_	6
Uhr	O	_	O	_	_	O	_	_	_	6
früh	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Exekutionssache	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Jakob	O	_	O	_	_	O	_	_	_	6
Kirchebner	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
Pradl	O	_	O	_	_	O	_	_	_	6
gegen	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
ehemalige	O	_	O	_	_	O	_	_	_	6
Auskocherin	O	_	O	_	_	O	_	_	_	6
Elisabeth	O	_	O	_	_	O	_	_	_	6
Meir	O	_	O	_	_	O	_	_	_	6
hier	O	_	O	_	_	O	_	_	NoSpaceAfter	6
pct	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
190	O	_	O	_	_	O	_	_	_	6
fl	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
ehemaligen	O	_	O	_	_	O	_	_	_	6
Strashause	O	_	O	_	_	O	_	_	_	6
hier	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
2	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Stock	O	_	O	_	_	O	_	_	_	6
rückwärts	O	_	O	_	_	O	_	_	_	6
mehrere	O	_	O	_	_	O	_	_	_	6
ver¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
schiedene	O	_	O	_	_	O	_	_	_	6
Zimmer=	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
Kücheneinrichtungs=Gegenstände	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
dann	O	_	O	_	_	O	_	_	_	6
Betten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Matratzen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
und	O	_	O	_	_	O	_	_	_	6
Wäsche	O	_	O	_	_	O	_	_	_	6
gegen	O	_	O	_	_	O	_	_	_	6
sogleich	O	_	O	_	_	O	_	_	_	6
baare	O	_	O	_	_	O	_	_	_	6
Bezahlung	O	_	O	_	_	O	_	_	_	6
versteigert	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Innsbruck	O	_	O	_	_	O	_	_	_	6
am	O	_	O	_	_	O	_	_	_	6
28	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Juni	O	_	O	_	_	O	_	_	_	6
1864	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Dr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Franz	O	_	O	_	_	O	_	_	_	6
Rapp	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
k	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
k	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Notar	O	_	O	_	_	O	_	_	_	6
als	O	_	O	_	_	O	_	_	_	6
del	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Gerichts=Kommissär	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
23	O	_	O	_	_	O	_	_	NoSpaceAfter	6
1342	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Alle	O	_	O	_	_	O	_	_	_	6
3	O	_	O	_	_	O	_	_	_	6
Wochen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
eine	O	_	O	_	_	O	_	_	_	6
Gewinn	O	_	O	_	_	O	_	_	NoSpaceAfter	6
-	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ziehung	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
vom	O	_	O	_	_	O	_	_	_	6
Staate	O	_	O	_	_	O	_	_	_	6
garantirten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Geld=Verloosung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Original=Loose	O	_	O	_	_	O	_	_	_	6
für	O	_	O	_	_	O	_	_	_	6
alle	O	_	O	_	_	O	_	_	_	6
Ziehungen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
